                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.29382,                0.17464,                0.81424,                0.98988,                0.99128,                0.99478,                0.97453,                0.24618,                0.13153,                0.80878,               0.002278,               0.002278,               0.002278
                    158,                0.29153,                0.17272,                0.81531,                0.98988,                0.99122,                0.99478,                0.97463,                0.24598,                0.13149,                0.80878,              0.0022285,              0.0022285,              0.0022285
                    159,                0.28949,                0.17269,                0.81347,                 0.9899,                0.99112,                0.99478,                0.97469,                0.24578,                0.13149,                0.80866,               0.002179,               0.002179,               0.002179
                    160,                0.29019,                0.17208,                 0.8122,                0.98998,                0.99122,                0.99477,                0.97465,                0.24566,                0.13146,                0.80862,              0.0021295,              0.0021295,              0.0021295
                    161,                0.28762,                  0.172,                0.81358,                0.98988,                0.99133,                0.99478,                0.97465,                0.24537,                0.13148,                0.80853,                0.00208,                0.00208,                0.00208
                    162,                0.28699,                0.17129,                0.81265,                0.99009,                0.99122,                0.99478,                0.97467,                0.24531,                0.13147,                0.80848,              0.0020305,              0.0020305,              0.0020305
                    163,                0.28986,                 0.1721,                0.81153,                0.98999,                0.99133,                0.99479,                0.97472,                0.24507,                0.13136,                0.80839,               0.001981,               0.001981,               0.001981
                    164,                0.28645,                0.17002,                0.81159,                0.99009,                 0.9912,                0.99479,                0.97481,                0.24481,                0.13132,                0.80835,              0.0019315,              0.0019315,              0.0019315
                    165,                0.28165,                0.16922,                0.81135,                 0.9901,                0.99133,                0.99478,                0.97489,                0.24464,                0.13141,                 0.8083,               0.001882,               0.001882,               0.001882
                    166,                0.28047,                0.16903,                0.81005,                0.99009,                0.99135,                0.99479,                0.97476,                0.24445,                0.13116,                0.80825,              0.0018325,              0.0018325,              0.0018325
                    167,                0.28104,                0.16787,                0.81124,                0.99004,                0.99143,                0.99479,                  0.975,                0.24425,                0.13103,                0.80819,               0.001783,               0.001783,               0.001783
                    168,                0.28155,                0.16807,                 0.8108,                0.99004,                0.99143,                0.99479,                0.97483,                0.24413,                0.13102,                0.80814,              0.0017335,              0.0017335,              0.0017335
                    169,                 0.2779,                0.16562,                0.81117,                0.99009,                0.99143,                0.99479,                0.97495,                0.24402,                0.13091,                0.80809,               0.001684,               0.001684,               0.001684
                    170,                0.27783,                0.16538,                0.81119,                0.99018,                0.99143,                0.99479,                0.97502,                0.24384,                0.13069,                0.80806,              0.0016345,              0.0016345,              0.0016345
                    171,                  0.277,                0.16574,                0.80952,                0.99021,                0.99143,                0.99478,                 0.9751,                0.24372,                0.13074,                0.80795,               0.001585,               0.001585,               0.001585
                    172,                0.27328,                0.16324,                0.80877,                0.99031,                0.99143,                0.99478,                0.97506,                0.24359,                0.13094,                0.80791,              0.0015355,              0.0015355,              0.0015355
                    173,                0.27145,                0.16254,                0.80866,                0.99044,                0.99154,                0.99478,                0.97504,                0.24351,                 0.1309,                0.80787,               0.001486,               0.001486,               0.001486
                    174,                0.27198,                0.16293,                0.80944,                 0.9904,                0.99153,                0.99478,                 0.9751,                0.24343,                0.13096,                0.80781,              0.0014365,              0.0014365,              0.0014365
                    175,                0.26938,                0.16251,                0.80933,                 0.9904,                0.99152,                0.99479,                0.97507,                0.24334,                0.13101,                0.80775,               0.001387,               0.001387,               0.001387
                    176,                 0.2702,                0.16204,                0.80839,                 0.9904,                0.99146,                0.99478,                 0.9751,                0.24323,                0.13109,                0.80768,              0.0013375,              0.0013375,              0.0013375
                    177,                0.26536,                0.15963,                0.80788,                0.99044,                0.99143,                0.99478,                0.97513,                0.24287,                0.13093,                0.80764,               0.001288,               0.001288,               0.001288
                    178,                0.26368,                0.15961,                0.80669,                0.99046,                0.99143,                0.99478,                0.97521,                0.24267,                0.13076,                0.80758,              0.0012385,              0.0012385,              0.0012385
                    179,                0.26355,                0.15891,                0.80587,                0.99047,                0.99143,                0.99478,                0.97517,                0.24254,                0.13086,                 0.8075,               0.001189,               0.001189,               0.001189
                    180,                 0.2631,                0.15866,                0.80582,                0.99059,                0.99143,                0.99478,                0.97515,                0.24241,                0.13098,                0.80748,              0.0011395,              0.0011395,              0.0011395
                    181,                0.26291,                0.15871,                0.80576,                0.99061,                0.99152,                0.99478,                0.97522,                0.24231,                0.13092,                 0.8075,                0.00109,                0.00109,                0.00109
                    182,                 0.2602,                0.15725,                0.80609,                 0.9907,                0.99154,                0.99478,                0.97521,                0.24216,                0.13095,                0.80741,              0.0010405,              0.0010405,              0.0010405
                    183,                0.26021,                0.15718,                0.80588,                0.99069,                0.99154,                0.99478,                0.97525,                0.24192,                0.13096,                0.80732,               0.000991,               0.000991,               0.000991
                    184,                0.25662,                0.15552,                0.80656,                0.99067,                0.99143,                0.99477,                0.97528,                 0.2419,                0.13117,                0.80724,              0.0009415,              0.0009415,              0.0009415
                    185,                0.25397,                0.15439,                0.80565,                 0.9907,                0.99143,                0.99478,                0.97537,                 0.2418,                0.13107,                0.80722,               0.000892,               0.000892,               0.000892
                    186,                0.25429,                0.15401,                0.80572,                0.99061,                0.99154,                0.99478,                0.97549,                0.24178,                 0.1313,                0.80716,              0.0008425,              0.0008425,              0.0008425
                    187,                0.25344,                0.15386,                0.80517,                0.99061,                0.99154,                0.99478,                0.97543,                0.24165,                0.13132,                0.80711,               0.000793,               0.000793,               0.000793
                    188,                0.25182,                0.15271,                0.80302,                0.99056,                0.99164,                0.99478,                0.97546,                0.24169,                0.13163,                0.80705,              0.0007435,              0.0007435,              0.0007435
                    189,                0.24787,                0.15151,                0.80221,                 0.9905,                0.99152,                0.99478,                 0.9755,                0.24176,                0.13178,                  0.807,               0.000694,               0.000694,               0.000694
                    190,                0.24784,                0.15112,                 0.8045,                 0.9907,                0.99089,                0.99478,                0.97548,                0.24183,                0.13194,                0.80696,              0.0006445,              0.0006445,              0.0006445
                    191,                0.24495,                0.14944,                0.80297,                0.99068,                0.99091,                0.99478,                0.97542,                0.24162,                 0.1319,                 0.8069,               0.000595,               0.000595,               0.000595
                    192,                0.24563,                0.14954,                 0.8041,                 0.9906,                0.99082,                0.99478,                0.97545,                0.24144,                0.13192,                 0.8068,              0.0005455,              0.0005455,              0.0005455
                    193,                0.24172,                0.14765,                0.80209,                 0.9906,                0.99072,                0.99478,                0.97546,                0.24138,                0.13232,                0.80672,               0.000496,               0.000496,               0.000496
                    194,                0.24144,                0.14684,                0.80324,                0.99072,                0.99081,                0.99478,                0.97555,                 0.2412,                 0.1323,                0.80664,              0.0004465,              0.0004465,              0.0004465
                    195,                0.24027,                0.14655,                0.80126,                0.99112,                 0.9906,                0.99478,                0.97558,                0.24093,                0.13241,                0.80656,               0.000397,               0.000397,               0.000397
                    196,                0.24066,                0.14646,                0.80149,                0.99115,                 0.9906,                0.99478,                0.97564,                0.24095,                0.13261,                 0.8065,              0.0003475,              0.0003475,              0.0003475
                    197,                0.23974,                0.14595,                0.80121,                0.99108,                 0.9907,                0.99478,                0.97569,                 0.2407,                0.13257,                0.80642,               0.000298,               0.000298,               0.000298
                    198,                0.23936,                0.14589,                0.80135,                0.99109,                 0.9906,                0.99478,                0.97563,                0.24039,                0.13246,                0.80639,              0.0002485,              0.0002485,              0.0002485
                    199,                0.23628,                0.14428,                0.80132,                0.99123,                0.99049,                0.99478,                0.97572,                0.24013,                0.13231,                0.80636,               0.000199,               0.000199,               0.000199
